p_id,p_message,p_created_time
1098837086877710_1147301792031239,10/10 cả trường đc nghỉ cả ngày ak m.n,2016-10-05T15:59:05+0000
1098837086877710_1146484985446253,say oh yeah :v Lê Thiên Bảo,2016-10-05T15:35:04+0000
1098837086877710_1147369245357827,"16 tips after installing ubuntu
http://www.omgubuntu.co.uk/2016/04/10-things-to-do-after-installing-ubuntu-16-04-lts
http://i.imgur.com/PY69MoX.gif",2016-10-05T15:26:27+0000
1098837086877710_1146776182083800,"Có ai đang Ol không tớ hỏi cái này cái :
Hôm qua thầy bảo mượn quyển tự học C++ trong 21 ngày phải không ???",2016-10-05T13:44:21+0000
1098837086877710_1147222938705791,Cho hỏi phát. Lớp toán logic ca 6 7 phòng b108 có bài tập về nhà ko ??,2016-10-05T12:35:50+0000
1098837086877710_1147165688711516,Help...,2016-10-05T11:39:37+0000
1098837086877710_1147129452048473,"Ai biết a.c nào học toán tín mà thông thạo về máy tính thì cmt hoặc tag giúp mình biết vs.mình có 1 số câu muốn hỏi ạ
C.ơn ạ :)",2016-10-05T10:55:56+0000
1098837086877710_1146941095400642,I have a question! What will the line of code below print out and why?,2016-10-05T09:57:20+0000
1098837086877710_1146948335399918,Cho hỏi có bạn nào học lớp B205 LOGICDEM hnay ko? Chụp giúp mình phần cuối bài trong vở hnay vs ạ.,2016-10-05T06:37:43+0000
1098837086877710_1146406348787450,"[VỀ VIỆC CÀI ĐẶT UBUNTU]
Chào các bạn,
Các bạn có nhu cầu cài đặt HĐH Ubuntu 16.04 LTS có thể lựa chọn một trong 2 cách sau:
1. Sử dụng HĐH Ubuntu dưới hình thức Live USB, cần chuẩn bị một USB tối thiểu là 4GB, sau đó qua BM Tin (tầng 2) gặp mình[fb.com/hung2709], mình sẽ tạo cho các bạn
2. Cài Ubuntu song song với Windows (như trên phòng học thực hành), vui lòng mang laptop qua phòng A701-phòng CNTT trên tầng 7 nhờ các thầy trong đó cài đặt
Lưu ý: cả 2 hình thức trên đều free nhé
Bạn nào thích vọc, tự làm Live USB thì có thể tham khảo clip hướng dẫn này nhé:
https://www.youtube.com/watch?v=cIqVqfISvQo
Trích - Thầy Hùng trong group https://www.facebook.com/groups/1106319559445425/",2016-10-05T05:58:21+0000
1098837086877710_1146435722117846,giả sử boot đc ubuntu vào USB boot thì how to bật nó trên Macmini ạ ?,2016-10-05T04:25:07+0000
1098837086877710_1146747938753291,"C++ thú vị thật, có bạn nào thấy những demo này hay không?
Bạn nào tham gia tổ đội làm những cái này đê, nghe nói khoa chuẩn bi có phòng IOT lap mà
",2016-10-05T03:22:42+0000
1098837086877710_1146346008793484,Ace nào học Ngôn ngữ lập trình tiết đầu tiên rồi thì cho hỏi có chộp đươc cái ảnh như thế này nhưng rõ hơn k. chia sẻ cho ace với với :))))))),2016-10-04T16:47:48+0000
1098837086877710_1146347252126693,Đã đi học r và tôi vẫn chưa gặp bạn nào TI29c1 :'( các ông ở đâu giơ tay lên với,2016-10-04T16:35:46+0000
1098837086877710_1146399912121427,"Ubuntu là gì? mình thấy nó còn đẹp hơn cả win này. =)) 
Lập trình dùng FREE-OS là chuẩn cơm rồi.
",2016-10-04T16:32:06+0000
1098837086877710_1146106625484089,"Bạn nào định nghĩa giúp mình lập trình là cái gì?
",2016-10-04T16:12:57+0000
1098837086877710_1146345752126843,"[Capture the flag]-Giải cướp cờ Mở Rộng :v
😝Hệ thống CTF chính thức bắt đầu ngày 12/10/2016

😝Thời gian chính thức :7h30p sáng

😝Sẽ có câu hỏi tặng điểm chào mừng các bạn tham gia hệ thống CTF và câu hỏi chỉ hiện thị trong đúng 1 tiếng nhé
 
😝Đặc biệt sẽ có giải thưởng đặc biệt (phần thường lớn hơn Giải nhất nha ) dành cho đội nào không cần trả lời câu hỏi mà vẫn có số điểm lớn nhất nhé 

Anh em  nào chưa có đội mau mau đăng ký theo mẫu đã được ghim ở trên để sẵn sàng Cướp cờ rinh phần thưởng nhé .
💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿",2016-10-04T15:35:22+0000
1098837086877710_1141646119263473,thứ 4 học từ 3-10 có mệt k nhỉ @@,2016-10-04T15:33:41+0000
1098837086877710_1146237848804300,Mình đã tạo gr cho các bạn lớp tc29g1 rồi nhé. Vô thôi ae,2016-10-04T15:18:14+0000
1098837086877710_1145488035545948,ac và  các bạn cho mình hỏi phát mai học ngôn ngữ lập trình thì có  phải mang máy hay cứ vác cái bút quyển vở đi ạ ?,2016-10-04T15:08:46+0000
1098837086877710_1145278595566892,"Ngày học đầu tiên của các bạn thế nào? Nếu có thắc mắc gì liên quan tới việc học các bạn có thể post lên thanglongit.me nhé. Các bạn đang học ngôn ngữ lập trình có gì thắc mắc thì có thể post và xem các bài viết liên quan ở đây để mọi người có thể trợ giúp và giải đáp:
http://thanglongit.me/t/c-and-c-plus-plus",2016-10-04T13:24:20+0000
1098837086877710_1146012965493455,"Mình xin phép: bạn nào lớp TI29G thì vào group lớp này ạ!
Cám ơn",2016-10-04T11:43:56+0000
1098837086877710_1145523762209042,"Đồng chí nào còn đang thao thức cày bài tập Logic,đếm thì hãy luôn giữ vững lập trường :Đừng có chán môn Toán mà phải sống sao cho môn toán phải chán bạn :3 Tiện thể điểm danh Team B206 ca1 ngày mai luôn nhé :))",2016-10-04T05:55:33+0000
1098837086877710_1145973445497407,Các anh các chị ạ :< ngày xưa mới đi học các ac có hiểu gì k ạ :< kiểu nghe mãi nghe mãi vẫn k thể hiểu đc 😱😱 lo quá đi mất thôiiii,2016-10-04T05:20:25+0000
1098837086877710_1145506878877397,vẫn còn 4 câu nữa của bài 1.14 mà hoa hết mắt r đây,2016-10-03T17:21:51+0000
1098837086877710_1145322015562550,"Sáng nay mình chưa mua sách logic đếm
Bạn nào có tâm chụp giúp mk mấy trang bài tập với",2016-10-03T16:41:39+0000
1098837086877710_1145520742209344,điểm danh toán logic phòng B304 ca 1 ngày mai nào,2016-10-03T16:38:29+0000
1098837086877710_1145022318925853,Chiều có bạn nào học logicdem ở b201 không?,2016-10-03T16:21:09+0000
1098837086877710_1135012073260211,"Các cậu TE29 ơi 
Cho tớ làm quennnnnnn😁😁😁😁😁",2016-10-03T15:05:10+0000
1098837086877710_1145353545559397,Chủ nhật này cậu nào tham gia gala chào tân sinh viê. Của học mãi k 😓😓😓😓,2016-10-03T15:04:18+0000
1098837086877710_1143969872364431,"Có một chút thay đổi nhỏ với các bạn toán tin k29 trong môn ngôn ngữ lập trình và sau này đó chính là các bạn sẽ phải học cách sử dụng HĐH nguồn mở trong lập trình C++ và các ngôn ngữ khác.
HĐH: linux (Unbuntu<khuyến thích> or các hđh khác)
Trong thời gian gần nhất CLB sẽ có bài hướng dẫn cài đặt một USB live Ubuntu để dùng tạm, nếu bạn nào đã dùng quen rồi thì cài đặt thẳng HĐH này vào máy nhé.",2016-10-03T09:48:51+0000
1098837086877710_1145182965576455,Mua sách logic đêḿ ở đâu h mọi người,2016-10-03T07:49:02+0000
1098837086877710_1145110575583694,tiết triết chiều nay học ở đâu nhỉ mn.?,2016-10-03T05:17:25+0000
1098837086877710_1145023495592402,T ở r18 nhé :v,2016-10-03T02:45:37+0000
1098837086877710_1144633558964729,Mng cho em hỏi phần này có bắt buộc phải đăng ký học ko ạ? Em ko cập nhật trang nhiều nên ko biết đến hạn đăng ký học.,2016-10-02T23:39:33+0000
1098837086877710_1142408035853948,"Chỉ dành cho những bạn có MÁU KINH DOANH DOANH]
Hiện tại mình đang cần tìm 5-10 bạn tham gia vào đội nhóm của mình.
Yêu cầu: là những bạn sinh viên đam mê kinh doanh, ham học hỏi, muốn thay đổi bản thân....
Quyền lợi khi tham gia: được rèn luyện kỹ năng mềm, làm chủ sân khấu, tham gia các buổi ngoại khóa, picnic,làm từ thiện,...và điều KHÔNG THỂ KHÔNG CÓ đó là được tham gia vào các DỰ ÁN KINH DOANH. 
Ngoài việc TRẢI NGHIỆM, PHÁT TRIỂN bản thân các bạn còn có thể kiếm thêm 1 phần THU NHẬP nho nhỏ cho bản thân để có thể giúp đỡ được bố mẹ phần nào đó.
Các bạn có thể kiểm chứng những hoạt động của clb trên trang cá nhân của mình clb NOW OR NEVER trên nick Ngọc SuKi
=> đây thực sự là clb dành cho sinh viên tại hà nội 
KHÔNG NHẬN ĐĂNG KÝ TỪ CÁC BẠN ĐÃ TỪNG THAM GIA ĐA CẤP 
Vậy những bạn nào THỰC SỰ MONG MUỐN thì cmt : TÊN+ SĐT để mk trực tiếp liên hệ OR ad fr inbox trực tiếp cho mk",2016-10-02T12:04:05+0000
1098837086877710_1143127262448692,mấy bạn đi khám về cho hỏi khám những gì thế? mẫu giấy kiểm tra sức khoẻ có những mục nào? ai có cho xem với,2016-10-02T07:46:04+0000
1098837086877710_1144151659012919,"Có bạn nào chuẩn bị sách vở giáo trình tư liệu gì phục vụ cho năm nhất chưa,?
Mình muốn xin list những sách cần mua :3",2016-10-02T06:56:43+0000
1098837086877710_1144027562358662,Cho e hỏi thời gian từng ca vs đc k ạ ??,2016-10-02T04:45:17+0000
1098837086877710_1143648365729915,Tuần sau bắt đầu học thời khoá biểu đặt đúng k mn ?,2016-10-01T17:10:42+0000
1098837086877710_1143660942395324,Cho mình hỏi là học theo tiết ví dụ như là tiết 3 thì bắt đầu từ mấy giờ nhỉ? Ai có cái bảng kiểu tiết 1 từ giờ này đến giờ này tiết 2 từ giờ này đến giờ kia không mình xin với :)),2016-10-01T16:52:16+0000
1098837086877710_1143065775788174,"chết rồi, t quên mang cả cái này về. có sao k???",2016-10-01T05:10:22+0000
1098837086877710_1143106722450746,teo rồi sáng k đi khám sức khỏe k biết chiều khám đc k nhỉ,2016-10-01T04:32:21+0000
1098837086877710_1142533552508063,Mai khoa mình khám từ 8g=>9g nhé. mang theo Thẻ sinh viên và 1 ảnh 4*6 . http://thanglong.edu.vn/phong-ban/phong-hcth/tin-tuc/2496-thong-bao-v-v-kham-suc-khoe-sinh-vien-khoa-29,2016-09-30T16:34:30+0000
1098837086877710_1142549929173092,"Nhiều sinh viên vào đại học với thái độ nhiệt tình. Họ biết rằng giáo dục đại học là quan trọng cho tương lai nơi họ học những điều mới, gặp gỡ bạn mới, phát triển kiến thức mới, và hy vọng khi tốt nghiệp họ sẽ kiếm được việc làm tốt, bắt đầu gia đình riêng của họ, và có cuộc sống thoải mái. Tuy nhiên, khi ở đại học, một số phạm phải những sai lầm thông thường có thể làm thay đổi mục đích và tương lai của họ.
Sai lầm thông thường nhất là nhiều sinh viên không quản lí thời gian của họ một cách khôn ngoan. Vì lần đầu tiên sống độc lập, xa sự kiểm soát của gia đình, họ bắt đầu tận hưởng thời gian với các bạn mới và các hoạt động khác. Họ không dành đủ thời gian cho việc học, nhiều hoạt động khác chiếm mất ưu tiên thời gian. Họ bỏ giờ lên lớp, chỉ học vào những phút cuối, không hoàn thành điều họ phải làm. khi họ không theo kịp lớp, bị bỏ lại sau, nhiều người chán nản, hoang mang, và mất tự tin về năng lực của họ.
Sai lầm thứ hai là nhiều sinh viên không biết cách tổ chức công việc theo thứ tư ưu tiên. Chương trình đại học có nhiều việc phải được thực hiện trên cơ sở đều đặn hàng ngày. Bằng việc để trễ chúng sang ngày sau, hay tuần sau, sinh viên bị tràn ngập với quá nhiều thứ phải làm, quá nhiều bài phải đọc. Họ hoảng sợ, lẫn lộn và tìm những “lối tắt” để hoàn thành chúng như chép bài của bạn, gian lận trong thi cử, để tránh bị điểm kém. Trước mỗi kì kiểm tra, họ thức cả đêm học nhồi nhét cố gắng ghi nhớ những ít ai thành công và thường bị điểm kém. Điều này cho họ cảm giác thất bại và tin rằng họ “không đủ thông minh”, “không thể thành công trong môn học đó”, rồi họ nghĩ đến việc bỏ học hay bỏ trường.
Sai lầm thứ ba là nhiều sinh viên dễ dàng bị sao lãng bởi những thứ khác và không thể tập trung được. Khi họ ngồi trong lớp, họ mơ mộng những chuyện viển vông, đầu óc để nơi khác hay nhìn vào các bức ảnh bạn trai, bạn gái, tài tử điện ảnh thay vì nghe bài giảng. Một số xem email, đọc báo trực tuyến, kiểm tài khoản Facebook, vào phòng chat và gửi tin nhắn cho bạn bè thay vì học tập, v.v. Họ ngồi trong thư viện như tâm trí họ ở đâu đó. Họ nằm trên giường để học rồi rơi vào giấc ngủ. Những hoạt động này làm phí phần lớn thời gian của họ và họ không thể bắt kịp với lớp. Khi họ tụt lại sau, họ cảm thấy lạc lõng và cuối cùng mất động cơ học tập.
Sai lầm thứ tư là vấn đề tình cảm cá nhân. Nhiều người trải qua khó khăn tìm bạn trai hay bạn gái ở đại học và có cảm giác cô đơn khi các người khác đều có bạn. Một số khác sa ngã vào những điều khó tránh và không thể giải quyết. Những vấn đề này là phức tạp, gây nhiều phiền não và tiêu tốn rất nhiều năng lượng, lấy đi nhiều nỗ lực quí giá của họ. Không có biện pháp thích ứng, nhiều người không theo kịp lớp, bị điểm kém, và một số sẽ kết thúc bằng việc bỏ trường.
Cách tốt nhất để giải quyết những sai lầm này là nhận ra chúng. Một khi bạn hiểu rằng bạn không phải là người duy nhất vì có rất nhiều sinh viên cũng lâm vào tình trạng tương tự như hoang mang, sợ hãi, khó tập trung, quản lí thời gian kém, không quyết định, có vấn đề cá nhân, và đây là những vấn đề rất thông thường ở đại học thì bạn có thể vượt qua được chúng.
Điều đầu tiên là xác định mục đích học tập, và đặt ưu tiên riêng cho bạn bằng việc lập kỉ luật cho bản thân để dùng thời gian của bạn một cách khôn khéo hơn. Bạn phải xếp đặt một thời khoá biểu chặt chẽ với ưu tiên là việc học. Với mỗi giờ trên lớp, bạn phải đành ra ít nhất hai giờ học độc lập. Dĩ nhiên bạn khó có thể học liền một lúc trong hai giờ mà nên thu xếp để cho bộ não của bạn được nghỉ ngơi. Bạn sẽ thành công nếu học 50 phút và nghỉ 15 phút ở giữa, hơn là học không nghỉ. Nếu bạn có thể hoàn thành việc này, bạn có cơ hội rất cao vượt qua hai sai lầm đầu tiên.
Điều thứ hai là tạo động cơ học tập cho bản thân bạn. Điều này không dễ nếu bạn làm một mình do đó theo tôi, bạn nên thành lập một nhóm bạn, khoảng ba đến năm người để học cùng nhau và khuyến khích lẫn nhau. Bạn phải chọn những người cùng học một cách cẩn thận và đặt mục đích học tập rõ ràng, hiện thực. Chia các nhiệm vụ lớn thành các nhiệm vụ nhỏ và phân công cho từng thành viên. Trong lớp học, bạn phải loại bỏ các nguồn có thể làm bạn sao lãng như laptop, emails, phòng chat hay điện thoại di động trong thời gian học. Khi học, bạn nên ngồi nghiêm chỉnh, tránh không nằm vì dễ rơi vào giấc ngủ.
Sau khi đặt thời khoá biểu, bạn phải tuân giữ nó một cách chặt chẽ. Bạn phải tự nhủ đây là thời gian của bạn và nỗ lực của bạn để vượt qua các trở ngại sao lãng thông thường. Điều này sẽ giúp bạn xây dựng thói quen học tập tốt và nếu bạn có thể tuân giữ nó trong 3 tuần liền không lệch lạc, thì bạn đã có thói quen học tập tốt. Tuy nhiên, mỗi lần bạn lệch ra khỏi nó, bạn phải lặp lại 3 tuần khác để xây dựng lại thói quen. Nếu bạn có thể làm được điều này, bạn sẽ vượt qua sai lầm thông thường thứ ba.
Nếu bạn có vấn đề cá nhân, theo tôi bạn có thể nói chuyện với các tư vấn nhà trường hay thảo luận một cách trung thực với gia đình bạn. Một số vấn đề không thể giải quyết dễ dàng. Nhiều sinh viên coi rằng họ là “người lớn” và không muốn hỏi sự giúp đỡ từ cha mẹ hay bất cứ ai. Đây là sai lầm thông thường và có thể đưa đến những hậu quả không cần thiết. Bạn phải biết rằng bạn vẫn là sinh viên đang đi học trong trường và học tập là ưu tiên thứ nhất của bạn. Đại học cũng là nơi bạn đang phát triển và trưởng thành và trong tiến trình này, đôi khi bạn cần sự giúp đỡ của những người khác và học hỏi từ đó.
Là sinh viên bạn phải ý thức rõ ràng về mục đích giáo dục và bổn phận, trách nhiệm của mình và trưởng thành là việc biết nhận lấy trách nhiệm và hậu quả của mọi hành vi bạn làm. Nếu bạn không thể giải quyết được vấn đề cá nhân, việc học tập của bạn có thể bị ảnh hưởng và mục đích giáo dục của bạn sẽ không hoàn tất như ý.
Trích - Thầy John vũ",2016-09-30T16:26:15+0000
1098837086877710_1142626855832066,k đi khám sức khoẻ có sao k hả các tiền bối,2016-09-30T16:24:21+0000
1098837086877710_1142616132499805,các anh chị và  các bạn cho mình hỏi với tiếng anh cho người mới bắt đầu là đăng kí học ở trg hoặc học ở ngoài cũng thi vượt cấp được nhỉ ??? cảm ơn những ai đã  bỏ chút tg ra quan tâm em/mình đang rất gấp tại 10h sáng mai là  khóa đợt đăng ký này r mà  vẫn chưa quyết đc ạ cảm ơn ::),2016-09-30T16:16:35+0000
1098837086877710_1141377192623699,Lịch học không như ý muốn các bạn ạ :(,2016-09-30T14:31:14+0000
1098837086877710_1141512395943512,Klq nhưng mn cho mình hỏi là có bạn nào biết trang fb của CLB âm nhạc trường mình không,2016-09-30T14:26:12+0000
1098837086877710_1142528495841902,"ANH LONG MICROSOFT US - TRẢ LỜI YÊU CẦU CỦA MỘT SỐ BẠN SINH VIÊN VỀ SÁCH HAY CHUYÊN NGÀNH
1.       Giúp phỏng vấn:
a.       https://www.amazon.com/Programming-Interviews-Exposed-Secrets-Landing/dp/1118261364
b.       https://www.amazon.com/Cracking-Coding-Interview-Programming-Questions/dp/0984782850/ref=sr_1_1?s=books&ie=UTF8&qid=1475128858&sr=1-1&keywords=cracking+the+coding+interview
 
2.       Sách chuyên môn:
a.       https://www.amazon.com/Design-Patterns-Explained-Perspective-Oriented/dp/B001U5VJW2/ref=sr_1_1?s=books&ie=UTF8&qid=1475128903&sr=1-1&keywords=design+patterns+explained+simply
b.       https://www.amazon.com/Design-Patterns-Elements-Reusable-Object-Oriented/dp/B000SEIBB8/ref=sr_1_2?s=books&ie=UTF8&qid=1475128903&sr=1-2&keywords=design+patterns+explained+simply
 
3.       Sách về kĩ năng mềm:
a.       https://www.amazon.com/How-Win-Friends-Influence-People-ebook/dp/B003WEAI4E/ref=sr_1_1?s=books&ie=UTF8&qid=1475128970&sr=1-1&keywords=how+to+win+friends+and+influence+people
 
4.       Websites để rèn kĩ năng phỏng vấn và coding:
a.       Leetcode.com
b.       Topcoder.com
c.       Stackoverflow.com (hỏi và đáp về chuyên môn software engineer)
 
5.       Cuộc thi về phần mềm do Microsoft tài trợ:
a.       ImagineCup.com
 
Long",2016-09-30T14:16:46+0000
1098837086877710_1141472622614156,Lớp nào cũng full hết rồi pls bh ạ?,2016-09-30T12:56:38+0000
1098837086877710_1142378922523526,#TinHọc hệ quản trị cơ sở dữ liệu :)),2016-09-30T12:32:24+0000
1098837086877710_1141291192632299,"Có ai giốg mình ko.....
Suýt thì full chiều
Nhìn cái lịch mà ko biết ko hay cười",2016-09-30T12:02:28+0000
1098837086877710_1142403285854423,Tiến Hoàng shared Thang Long Information Technology Club's video to the group: Toán Tin K29-TLU.,2016-09-30T11:13:42+0000
1098837086877710_1142000252561393,mấy người thi vượt full 5 cấp cho t hỏi tí .___. sao t vào thấy có cái đkí học tiếng Nhật là thế vẹo nào thế có phải đki k hay là kệ cx đc vậy .___________.,2016-09-30T03:20:47+0000
1098837086877710_1141283475966404,ai giống k ạ,2016-09-29T14:42:58+0000
1098837086877710_1141383122623106,Tiếng Nhật 1 này có phải đk k các bạn????/,2016-09-29T13:47:43+0000
1098837086877710_1141276705967081,Có bạn nào giốg mìh k 🤔🤔🤔🤔🤔🤔,2016-09-29T13:37:45+0000
1098837086877710_1141308445963907,Khổ vc,2016-09-29T12:37:51+0000
1098837086877710_1141428015951950,Bao h bắt đầu ctf thế ạ?,2016-09-29T12:32:06+0000
1098837086877710_1140171352744283,Các bạn ơi TLIT nè :3,2016-09-29T12:29:51+0000
1098837086877710_1141432915951460,"Con khỉ trì hoãn - nó thật đáng sợ!
tôi như chìm vào trong “vũng trì hoãn”, con khỉ trì hoãn trong tôi – con quái vật hoảng loạn hay mất kiểm soát… vùng vẫy nhưng nặng nề và lại cam chịu để con khỉ trì hoãn lèo lái đầu óc, rồi cho đến lúc con quái vật mất kiểm soát tỉnh dậy, nó dọa con khỉ chạy lên cây và người ra quyết định sáng suốt được cầm lái, nhưng rổi chỉ chốc thôi, con quái vật hoảng loạn sau khi quậy tưng lên thì lại lăn ra ngủ, để cho kẻ ra quyết định sáng suốt tiếp tục lái.. nhưng con khỉ này cũng chỉ chờ thế, nó nhanh chóng dụ dỗ kẻ ra quyết định sáng suốt và lại chiếm được quyền kiểm soát con tàu, con tàu suy nghĩ, đầu óc..

và tôi lại tiếp tục trở thành kẻ trì hoãn, kẻ lười biếng vô dụng!!
",2016-09-29T12:25:12+0000
1098837086877710_1141206632640755,Có ai đki học t.a giống t k :D :D :D,2016-09-29T12:04:27+0000
1098837086877710_1136172236477528,tìm trẻ lạc TE29D1.... D1 bơi hết vô đây mần quen các kiểu đê,2016-09-29T11:05:16+0000
1098837086877710_1136179989810086,"Teg1 ơi
Làm quen đi các cậu ưi 
Làm quen nào 😂😂😂😂😂",2016-09-29T08:29:24+0000
1098837086877710_1141300649298020,"Có ai có thời gian biểu các ca k, mình đăng ký rồi nhưng k thể xác định được thời gian từng ca",2016-09-29T07:59:44+0000
1098837086877710_1141234309304654,Cho mk hỏi lớp TI29e1 nằm ở đâu vậy ạ ?,2016-09-29T07:17:26+0000
1098837086877710_1136192896475462,TC29G1 😊😊😊 đâu nhỉ,2016-09-29T06:43:15+0000
1098837086877710_1141207762640642,"[tìm lớp] có bạn nào TI29b1 giống mình không <("")
hôm nay về sớm nên chả biết lớp ở đâu :v",2016-09-29T05:56:30+0000
1098837086877710_1141212099306875,Bạn nào cán bộ lớp TC29D1 k ạ :< hôm nay có việc tớ đã chuồn về sớm nên k rõ lớp ở đâu :< huhu,2016-09-29T05:45:48+0000
1098837086877710_1139799876114764,"Lịch trình buổi hướng nghiệp cho các bạn toán tin K29.
Là buổi rất quan trọng nên các bạn cố gắng tham gia đầy đủ và đúng giớ nhé",2016-09-29T05:26:50+0000
1098837086877710_1141131455981606,"Thầy Hà Huy Khoái- trưởng khoa Toán-Tin học: Thầy nói ""Học toán như tìm hiểu một cô gái, gặp khó đừng có bỏ ngay, gặp lần 2 sẽ là người quen...""",2016-09-29T04:50:09+0000
1098837086877710_1140673929360692,sao có mỗi TM là đc viettel trao học bổng thế ạ? bất công quá 😞,2016-09-29T00:12:41+0000
1098837086877710_1140546356040116,AE ai lớp G2 ko nhỉ điểm danh nào,2016-09-28T16:54:11+0000
1098837086877710_1140626999365385,"Hệ thống CTF đã Hoàn thành chỉ chờ các bạn K29 Chinh Phục Rinh phần thưởng nha .Nhanh Đăng ký Theo Form đã Gim ở trên nào các bạn . 
Hãy Bắt Đầu Năm học mới theo Phong cách riêng của Toán Tin nào ^^
https://docs.google.com/forms/u/0/d/e/1FAIpQLSeGHtEBzjvWf2hEJ1XNH3Sj5Qj6ZEiIrjs0qFONH4rtObtDKA/formResponse",2016-09-28T16:29:03+0000
1098837086877710_1140665722694846,Khoa mình có ai đi minitour ko ? Mai minitour 10h30 mà 11h30 mới học xog ... ko hiểu kế hoạch của các bạn ra sao ???,2016-09-28T15:56:56+0000
1098837086877710_1140632462698172,"Hệ thống CTF đã Hoàn thành chỉ chờ các bạn K29 Chinh Phục Rinh phần thưởng nha .Nhanh Đăng ký Theo Form đã Gim ở trên nào các bạn . 
Hãy Bắt Đầu Năm học mới theo Phong cách riêng của Toán Tin nào ^^
https://docs.google.com/forms/u/0/d/e/1FAIpQLSeGHtEBzjvWf2hEJ1XNH3Sj5Qj6ZEiIrjs0qFONH4rtObtDKA/formResponse",2016-09-28T15:48:02+0000
1098837086877710_1140579586036793,Cho mih hỏi mai kiểm tra gì thế ? có cần học gì ko ?,2016-09-28T15:34:43+0000
1098837086877710_1140564186038333,Cho mình hỏi anh em TM 29 đâu nhỉ :3 :3 :3,2016-09-28T15:05:35+0000
1098837086877710_1140599586034793,Hihihahahehe 🐧🐔🐦🐧🐔🐔🐦🐔🐦,2016-09-28T14:49:19+0000
1098837086877710_1140189679409117,"Mai bắt đầu đăng ký T.Anh rồi, các a/e Toán Tin học lớp d1 có dự định đký giờ học cùng nhau k vậy.?",2016-09-28T14:39:42+0000
1098837086877710_1140558219372263,"Theo các bạn thành công là do Hard work hay talent ?
Theo nhà vật lý thiên tài Albert Einstein thì “Genius is 1% talent and 99% percent hard work...” ""Thiên tài là 1% tài năng và 99% là chăm chỉ"".
Vậy chăm chỉ là chìa khóa thành công hay tài năng, may mắn cần thiết để thành công?
Các bạn hãy đọc bài này nhé, đọc xong rồi thì các bạn lên kế hoạch học tập, tuần sau bắt đầu học chính thực rồi :)

The way to success is always seriousness and luck. These two terms keep the successful human in the world. Seriousness means “hard-working” while luck has a lot of meaning and one of them is talent. Some ethnic groups argued that we can achieve an easy way to pursue our dream if we have talent. However, there are large of people which have been success with their seriousness like what I quoted from Einstein words “Genius is 1% talent and 99% percent hard work...”. In my opinion, I feel as though with a good work ethic, you can achieve anything, moreover with the collaboration between hard-working and talent that can give plus result to create one achievement.

On the good point of talent view, human who was born with talent and gift commonly achieve their successful which involve with their ability. A famous singer like Beyonce, spanned 16 years her career. She has talented and incredible voice which brought her into artist world. It also creates her to become successful woman with professional ability. This beautiful voice talent facilitates her to success. Another case, there is a genius boy who can answer any formula that is provided by physics subject while others are not really in the class, so he can precede other pupils and easy to get a high result with his talent. It is a positive way to everybody who has a smart talent.

However, the talented ability can be defeated by hard-working. If in the class, there is a boy who smart and talent in physic or history subject, there will a boy who can mastered all lessons only by hard-working. He may fell very dizzy and not understand about any lesson, but if he try to make effort with study hard, he can achieve an excellent grade in each subject.

To sum up, people whose talent, is a greater than whoever not. Beside, to pursue this greater human, people can do a hard work. With hard-working, people always can become the greatest human who have felt many barriers and experiences, also they could have a strong heart and stance because they knew how whole the process that they passed. Talent is luck, while hard-working is important and is needed to create a success life. Talent without hard-working is fruitless.",2016-09-28T13:11:57+0000
1098837086877710_1140350536059698,Anh em toán tin sau cần mua những sách gì nhỉ,2016-09-28T12:56:06+0000
1098837086877710_1139669486127803,add cho em hỏi xem lớp học ở đâu vậy ??,2016-09-28T12:53:32+0000
1098837086877710_1139748229453262,các a.c cho e hỏi. Cô nào dạy tiếng anh tốt nhỉ ????,2016-09-27T15:36:17+0000
1098837086877710_1138887306206021,"[Môn học ngôn ngữ lập trình]: Hướng dẫn cài đặt Visual studio 2015 lập trình C++
",2016-09-27T14:54:53+0000
1098837086877710_1139576112803807,hnay ai kịp chụp lại thời gian chính xác từng ca học ở trường cho mình xin với :D,2016-09-27T10:32:30+0000
1098837086877710_1138901366204615,"cho hỏi có ai cùng lịch học vs t ko????
:D  :D :D",2016-09-27T10:09:22+0000
1098837086877710_1139572559470829,"Các b cho mình hỏi nay có điểm danh k nhỉ?
C.ơn ạ",2016-09-27T10:03:59+0000
1098837086877710_1139004442860974,Xả xì trét cuối ngày anh em ui,2016-09-27T05:18:15+0000
1098837086877710_1139400496154702,"[Share]
-Scratch được phát triển bởi MIT. Thoả sức cho bạn sáng tạo game, app, animation,...mà không cần đến lập trình.
https://scratch.mit.edu/
-CS50 2016 khoá học mở cho sinh viên mỗi tuần của ĐH Harvard. Mỗi tuần chúng ta tìm hiểu về Scratch, ngôn ngữ C, PHP, Javascript,...
https://www.youtube.com/watch?v=sVYhExBFa-A",2016-09-27T03:27:54+0000
1098837086877710_1139009809527104,Có bạn nữ nào học TI29g2 ko kết bạn lm quen phát nào,2016-09-26T16:37:30+0000
